baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	R2W0	R30W7	R14W7	R14W0	R2W7	R30W0	R20W0	R4W7	R18W7	R12W0	R18W0	R12W7	R4W0	R20W6	R1W7	R17W0	R17W7	R1W0	R7W0	R29W0	R23W7	R11W7	R11W0	R7W7	R29W7	R23W0	Significant	Description	Symbol	KO	Phylum
11.3878710371339	-0.561677213174673	1.12881962119449	-0.497579243511304	0.618780636612745	0.983537789322935	4	0	0	57	0	22	0	17	19	0	27	11	10	0	0	0	0	0	24	19	10	38	21	0	31	19	No	heptosyltransferase III [EC:2.4.-.-]	waaQ, rfaQ	K02849	K02849
10.9744936383147	0.32595568104237	1.09261014417088	0.298327525862135	0.765453197638315	0.983537789322935	0	0	0	58	8	18	0	14	5	0	19	0	0	3	6	8	0	12	0	0	13	34	24	34	38	16	No	putative colanic acid biosynthesis acetyltransferase WcaF [EC:2.3.1.-]	wcaF	K03818	K03818
47.9269495627081	-2.08858528550232	1.48824704898451	-1.40338614272909	0.160501722944038	0.983537789322935	7	110	0	0	0	164	91	69	10	369	143	485	70	23	0	51	4	0	0	0	0	0	0	4	0	0	No	two-component system, glycerol uptake and utilization sensor kinase [EC:2.7.13.3]	hk1	K02489	K02489
53.8469030507692	-2.12636026027246	1.03139845243631	-2.06162832147915	0.0392431355255196	0.983537789322935	7	110	6	0	0	164	91	69	10	373	173	485	70	23	0	61	4	0	14	0	4	14	44	0	0	72	Yes	two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]	evgS, bvgS	K07679	K07679
8.46719485729124	0.0434227178656014	1.24229069270154	0.0349537496503113	0.972116620748445	0.992213692439161	0	0	4	0	0	0	19	4	38	0	13	0	9	0	22	15	0	28	9	0	0	15	0	11	22	26	No	(2R)-sulfolactate sulfo-lyase subunit alpha [EC:4.4.1.24]	suyA	K16845	K16845
27.4500322549866	0.897078593723187	0.72765547731791	1.23283424874332	0.217637610611981	0.983537789322935	0	27	4	0	15	7	19	26	69	0	13	0	39	27	58	30	0	24	17	11	41	128	82	53	33	59	No	altronate dehydratase small subunit [EC:4.2.1.7]	uxaA1	K16849	K16849
65.2474739615353	0.821213492703862	0.916386964628895	0.896142704339346	0.370176551785755	0.983537789322935	12	0	241	249	3	24	62	205	284	0	7	4	98	126	24	87	223	22	0	28	19	23	104	0	25	0	No	acetyl-CoA synthase [EC:2.3.1.169]	acsB	K14138	K14138
207.078011822115	0.0529103912401347	0.306608330447915	0.172566711292023	0.862992019821375	0.985075144343457	256	60	228	127	191	97	196	265	239	57	186	36	130	262	203	97	230	494	184	379	175	190	176	379	193	393	No	acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	accC	K01961	K01961
24.6134292679865	-0.533003451469628	0.893358018901279	-0.596629167917647	0.550754992896354	0.983537789322935	10	27	6	101	22	58	0	54	19	59	33	14	45	45	0	33	62	0	0	0	6	8	0	0	2	60	No	cobalt-precorrin-7 (C5)-methyltransferase [EC:2.1.1.289]	cbiE	K03399	K03399
25.3990402230533	0.193845603474441	0.864372189431587	0.224261731051197	0.822553652023736	0.983537789322935	0	20	10	0	52	22	29	18	26	13	19	28	36	0	0	69	88	0	17	29	55	20	0	0	12	108	No	uncharacterized protein	K09766	K09766	K09766
33.3674661746844	0.0113474781679721	0.574161760007689	0.0197635561236613	0.984231990201629	0.996100302840427	43	26	36	135	38	25	17	42	39	28	52	19	20	19	101	17	5	31	0	28	14	0	14	30	26	50	No	MFS transporter, SP family, sugar:H+ symporter	HXT	K08139	K08139
1.81848030507527	4.37018826543446	2.19779747492553	1.98843993374892	0.046763055942588	0.983537789322935	0	0	0	0	4	0	0	11	17	0	0	4	0	0	0	0	9	0	0	0	0	0	0	0	5	0	Yes	4-hydroxybenzoyl-CoA reductase subunit gamma [EC:1.1.7.1]	hcrC, hbaB	K04107	K04107
9.78840352877061	-0.358008505372879	1.20598713192046	-0.296859307945328	0.766573923995684	0.983537789322935	0	28	0	80	4	0	0	11	17	0	0	4	6	0	9	0	9	56	5	0	2	30	22	0	5	0	No	isoquinoline 1-oxidoreductase subunit alpha [EC:1.3.99.16]	iorA	K07302	K07302
56.9141638327863	0.132235908183636	0.47808430478199	0.276595376298613	0.782090815419007	0.983537789322935	0	27	23	40	49	8	76	75	47	9	53	28	99	46	11	75	99	33	37	84	59	55	117	167	58	192	No	RNA polymerase sigma factor FliA	fliA, whiG	K02405	K02405
85.4416333786421	0.178938050774164	0.370584664304325	0.482853361215239	0.629199859115188	0.983537789322935	15	31	70	25	123	61	74	96	98	24	103	52	114	45	37	188	209	78	95	102	62	100	61	195	31	200	No	flagellar biosynthesis protein FlhA	flhA	K02400	K02400
70.9032504297176	0.0178925825462378	0.495171254436073	0.0361341301336542	0.971175408177988	0.992213692439161	144	10	45	99	16	29	16	71	77	8	32	16	32	49	16	17	82	163	69	163	70	162	141	273	47	34	No	muramoyltetrapeptide carboxypeptidase [EC:3.4.17.13]	ldcA	K01297	K01297
12.8717429145137	-0.10865070569997	0.73136241440037	-0.148559323750661	0.881901371695018	0.986645228599837	0	0	11	0	4	15	6	32	21	7	7	15	48	4	3	10	21	26	21	9	7	21	38	9	17	0	No	biopolymer transport protein TolQ	tolQ	K03562	K03562
146.286087789622	0.487704229178355	0.460179993046272	1.05981189219001	0.289230185488527	0.983537789322935	5	200	149	309	281	131	57	287	145	64	0	30	232	190	114	162	216	75	136	358	81	203	23	121	149	122	No	uncharacterized protein	K06907	K06907	K06907
50.532806822628	-0.482918354216418	0.526742322963734	-0.916801884267172	0.359246465076216	0.983537789322935	172	0	49	136	13	39	27	75	90	7	9	4	33	36	22	50	74	43	35	99	29	50	34	92	30	70	No	modulator of FtsH protease HflC	hflC	K04087	K04087
72.2178132658011	0.157559008641915	0.459432713788709	0.342942511304006	0.731641709511253	0.983537789322935	57	59	52	111	9	58	28	89	134	3	21	0	107	94	31	52	96	92	96	65	107	224	228	71	77	80	No	cell division protein FtsB	ftsB	K05589	K05589
165.554121131744	-0.222248416453259	0.314120089698374	-0.707526910063813	0.479239095774728	0.983537789322935	174	174	131	140	231	128	120	183	84	77	39	96	209	107	140	293	64	176	389	278	211	85	149	113	178	196	No	ATP-dependent RNA helicase RhlE [EC:3.6.4.13]	rhlE	K11927	K11927
125.904002094317	-0.206874508154692	0.529826713627759	-0.390456922676112	0.696198703116829	0.983537789322935	147	0	82	626	71	38	115	225	157	10	26	25	84	106	366	31	23	45	180	280	123	128	284	36	119	57	No	putative peptidoglycan lipid II flippase	murJ, mviN	K03980	K03980
30.2173619233609	1.12639843167406	0.767552955933584	1.46751885061013	0.142234965126686	0.983537789322935	0	0	102	113	4	0	30	120	78	0	5	3	45	32	4	13	69	8	32	6	35	10	9	13	81	12	No	heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	hdrB2	K03389	K03389
273.078070696324	0.320686494105802	0.2674935866121	1.1988567582775	0.230583648247682	0.983537789322935	119	164	305	145	388	249	313	391	240	80	84	117	298	222	448	368	355	374	459	170	405	272	260	208	195	418	No	acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]	accD	K01963	K01963
99.3503848527288	0.430018414103595	0.373106851254383	1.1525342208482	0.249101615907772	0.983537789322935	14	91	93	161	156	81	54	94	54	31	45	16	81	160	129	102	56	194	90	25	73	142	125	262	71	251	No	TRAP-type transport system periplasmic protein	yiaO	K21395	K21395
45.9214910949549	-0.0301064861411601	0.477321997831139	-0.0630737453500116	0.949707780835657	0.991764749453245	4	27	18	11	48	73	43	42	28	29	69	39	60	20	4	116	97	30	32	31	47	34	64	146	7	99	No	flagellar assembly protein FliH	fliH	K02411	K02411
64.2130778871939	0.096923524546895	0.430937469972558	0.224913198086643	0.822046801739157	0.983537789322935	56	19	57	19	57	36	47	46	54	20	44	40	87	25	20	110	188	74	9	74	49	102	83	179	17	243	No	flagellar motor switch protein FliG	fliG	K02410	K02410
53.4592281304984	-0.886384346351574	0.656210901624894	-1.35076138503144	0.176771881442668	0.983537789322935	271	24	43	10	2	0	23	23	20	4	28	0	7	26	25	23	22	116	52	89	58	87	77	109	39	183	No	osmoprotectant transport system ATP-binding protein [EC:7.6.2.9]	opuA	K05847	K05847
2.31324628510715	-0.080532064856366	2.32755717576093	-0.0345993927431829	0.972399185732061	0.992213692439161	0	0	3	0	7	0	0	0	0	9	0	0	0	0	0	0	0	20	0	0	4	0	0	0	10	0	No	phenylglyoxylate dehydrogenase beta subunit [EC:1.2.1.58]	padI	K18356	K18356
87.0133309533562	-0.220945614217793	0.448065101887857	-0.493110517393278	0.621934499854627	0.983537789322935	0	118	72	367	16	125	82	198	105	41	39	11	167	139	24	74	91	69	110	54	68	178	126	38	43	97	No	hydrogenase expression/formation protein HypD	hypD	K04654	K04654
55.2822873507069	-0.297074731493404	0.489142476106967	-0.607337833053859	0.543626735694311	0.983537789322935	0	36	33	191	10	94	65	122	51	30	42	0	119	84	24	45	74	51	61	36	51	112	85	33	47	48	No	hydrogenase expression/formation protein HypC	hypC	K04653	K04653
112.238271495932	-0.148863451261606	0.450182085363778	-0.330673867533655	0.74089084354706	0.983537789322935	0	129	96	311	50	142	128	215	139	26	44	4	162	152	25	49	128	166	147	111	127	256	317	30	93	144	No	hydrogenase maturation protein HypF	hypF	K04656	K04656
379.82766122728	0.151378128198467	0.24771260614691	0.611103853587048	0.541130828819002	0.983537789322935	351	221	352	536	395	196	460	618	423	93	136	168	579	387	679	525	561	241	504	335	353	282	545	243	299	435	No	UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]	galT, GALT	K00965	K00965
66.972944934598	1.15778196181495	0.618142178064297	1.87300268918799	0.0610680136457029	0.983537789322935	119	72	42	0	275	9	23	30	280	11	30	0	46	10	56	21	38	23	79	19	73	49	13	146	57	146	No	putative DNA relaxase	nicK	K07467	K07467
101.89938143372	0.141611516103169	0.367007998913332	0.385854031853432	0.699604776428022	0.983537789322935	78	42	50	80	64	31	81	108	113	41	73	25	96	44	176	91	76	162	90	238	40	122	108	368	104	174	No	simple sugar transport system substrate-binding protein	ABC.SS.S	K02058	K02058
60.7131544274324	0.505806167600426	0.475157376022857	1.06450240093946	0.287101167330458	0.983537789322935	18	29	37	17	172	23	139	86	82	3	24	7	46	50	59	58	159	69	33	110	30	52	15	83	44	139	No	teichoic acid transport system permease protein	tagG	K09692	K09692
128.501173494785	0.0367076946774846	0.463268079956761	0.0792363995397885	0.936844592949207	0.989759182200186	53	108	125	102	22	64	112	150	125	0	55	6	67	110	375	148	135	501	177	105	62	174	142	170	96	294	No	citrate lyase subunit alpha / citrate CoA-transferase [EC:2.8.3.10]	citF	K01643	K01643
244.214583428837	-0.0346260635766508	0.341587338306898	-0.101368112027446	0.919258248971112	0.988320899120492	75	110	150	82	390	148	372	246	129	145	34	162	188	177	354	337	190	155	856	210	291	266	487	199	217	294	No	1,3-beta-galactosyl-N-acetylhexosamine phosphorylase [EC:2.4.1.211]	K15533	K15533	K15533
42.2949258899823	-0.0154287871510242	0.717120209866695	-0.0215149244697653	0.982834898213594	0.995857660429055	0	37	39	11	47	52	31	63	52	30	0	56	48	10	81	77	34	0	229	45	14	0	8	27	39	13	No	two-component system, NtrC family, response regulator PilR	pilR, pehR	K02667	K02667
16.9212837992702	0.21541744873975	0.812766183383225	0.265042337075409	0.790976847420823	0.983537789322935	0	22	16	0	3	28	37	22	11	8	7	0	35	10	18	15	17	54	8	0	2	28	0	80	5	13	No	fructooligosaccharide transport system substrate-binding protein	msmE	K10120	K10120
99.0133240392621	-0.530795744541453	0.442695418739928	-1.19900889431449	0.23052448717393	0.983537789322935	363	29	139	218	62	62	25	84	139	17	46	11	10	102	87	30	81	185	164	112	53	94	103	93	68	169	No	uroporphyrinogen decarboxylase [EC:4.1.1.37]	hemE, UROD	K01599	K01599
10.9721382258643	-0.407850529997312	0.784237794439905	-0.520059773819744	0.60302191428414	0.983537789322935	0	0	13	0	6	22	5	0	22	0	19	7	17	8	3	10	7	22	49	9	8	18	7	9	20	11	No	phospholipid-binding lipoprotein MlaA	mlaA, vacJ	K04754	K04754
0.260950408512551	1.65897078516743	2.98893625318502	0.555037192044369	0.578869221514131	0.983537789322935	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	antitoxin YobK	yobK	K21488	K21488
35.4022532294963	-0.4359926767012	0.5826881050996	-0.748243653655285	0.454313204472643	0.983537789322935	0	11	24	110	23	0	60	49	44	8	9	7	60	22	3	28	22	60	68	84	57	52	15	51	22	75	No	C4-dicarboxylate transporter, DctM subunit	dctM	K11690	K11690
66.2663213077722	-0.366334223050128	0.454880580409952	-0.805341531001336	0.420622621980642	0.983537789322935	126	71	100	45	6	40	87	40	63	40	16	30	124	47	112	41	42	33	204	109	9	49	30	86	65	28	No	manganese/iron transport system ATP-binding protein	ABC.MN.A	K09820	K09820
4.24635253785734	1.61777386102673	1.78258482883176	0.907543828972759	0.36411928301821	0.983537789322935	0	0	0	0	0	7	0	5	66	0	0	4	0	0	0	0	4	8	12	0	0	0	0	11	5	0	No	trimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.250]	mttB	K14083	K14083
33.8506990699323	1.26826063589248	0.84174654770725	1.50670132161156	0.131887232655278	0.983537789322935	0	30	109	107	3	0	43	128	216	0	0	14	58	38	0	22	50	16	15	12	8	9	4	20	44	0	No	beta-lysine 5,6-aminomutase beta subunit [EC:5.4.3.3]	kamE	K18011	K18011
38.6545007707502	0.762035915455306	0.591436540967769	1.28844916177885	0.197589654857091	0.983537789322935	0	16	184	96	7	7	40	76	123	6	27	11	46	46	0	8	60	44	28	47	11	55	53	37	36	14	No	acetate CoA/acetoacetate CoA-transferase alpha subunit [EC:2.8.3.8 2.8.3.9]	atoD	K01034	K01034
97.8063261641686	-0.304342387349211	0.467077184983933	-0.651589067360847	0.514666302297249	0.983537789322935	0	190	65	155	55	151	96	101	40	290	163	116	161	112	49	50	109	13	127	46	60	92	43	18	69	107	No	uncharacterized protein	K07149	K07149	K07149
43.4396110498195	1.04855797165538	0.651943398816169	1.60835737206543	0.107756932072351	0.983537789322935	26	11	5	113	29	0	35	40	30	0	11	10	11	51	182	4	6	40	68	16	30	66	41	225	20	39	No	@	@	K00842	K00842
8.1898716767213	-0.395605932189104	1.30599104006393	-0.302916268223201	0.761953673223027	0.983537789322935	0	0	0	0	0	0	29	30	19	0	22	7	23	0	0	14	0	13	0	0	0	8	24	22	10	10	No	xanthine dehydrogenase YagS FAD-binding subunit [EC:1.17.1.4]	yagS	K11178	K11178
118.726513501389	0.415372180232282	0.345814510019689	1.20114156056851	0.229696293781075	0.983537789322935	103	96	132	99	94	30	48	118	53	60	52	66	76	102	135	122	118	78	244	16	123	176	282	271	180	260	No	two-component system, LytTR family, response regulator LytT	lytT, lytR	K07705	K07705
54.9848030307828	-0.269362197757025	0.678016512036267	-0.397279701858673	0.691161213940899	0.983537789322935	0	74	15	59	4	36	82	62	33	0	0	3	56	53	21	35	11	83	254	86	102	20	27	162	41	110	No	C4-dicarboxylate transporter, DctQ subunit	dctQ	K11689	K11689
87.0440739823534	0.0337651487575239	0.371082474387629	0.090990955078771	0.927499778044108	0.988729284491584	9	14	126	139	53	55	59	112	75	169	112	107	76	64	149	127	93	28	40	76	74	76	89	43	88	234	No	adenine-specific DNA-methyltransferase [EC:2.1.1.72]	K07317	K07317	K07317
76.283740754669	0.816843882032585	0.534053380719408	1.52951729456752	0.126136254996916	0.983537789322935	5	20	81	115	211	48	38	196	42	22	0	27	160	125	122	57	74	8	48	168	66	110	6	30	93	87	No	uncharacterized protein	K06908	K06908	K06908
59.2148975512707	-0.486125805134591	0.422647353420473	-1.1501924741759	0.250064605220476	0.983537789322935	95	60	72	69	16	14	24	67	120	8	66	24	51	60	9	99	41	66	76	209	33	50	86	10	84	83	No	AsmA protein	asmA	K07289	K07289
41.619309771238	1.15789374049106	0.771604036979895	1.50063204052577	0.133450759394173	0.983537789322935	0	9	109	123	12	8	43	145	262	0	0	21	69	36	11	32	109	26	25	24	13	0	0	24	51	9	No	beta-lysine 5,6-aminomutase alpha subunit [EC:5.4.3.3]	kamD	K01844	K01844
10.8634602930166	0.125370715628457	1.11045539049307	0.11290027199813	0.91010962068728	0.987872939578914	4	0	6	0	9	0	0	10	0	0	5	0	0	9	9	0	15	33	21	56	6	24	28	46	10	0	No	3-hydroxybutyryl-CoA dehydratase [EC:4.2.1.55]	croR	K17865	K17865
50.9302047377444	0.236487846641784	0.594169661370231	0.398014005118358	0.690619862207352	0.983537789322935	8	0	55	37	49	30	95	52	73	0	0	42	24	113	73	11	60	112	34	137	32	37	86	69	29	99	No	two-component system, OmpR family, sensor histidine kinase VanS [EC:2.7.13.3]	vanSB, vanS, vanSD	K18345	K18345
82.1132595779891	1.02221791547043	0.393946605332136	2.59481336210169	0.00946422961590829	0.983537789322935	25	37	47	12	211	34	35	162	54	16	25	14	98	71	88	101	166	64	66	78	127	152	181	114	122	43	Yes	epsilon-lactone hydrolase [EC:3.1.1.83]	mlhB, chnC	K14731	K14731
64.3101578444189	-0.719124729127625	0.377865756643003	-1.90312225038966	0.0570245952280045	0.983537789322935	109	83	36	101	17	80	29	71	25	43	64	27	58	13	27	35	17	118	43	185	92	65	130	49	73	99	No	erythronate-4-phosphate dehydrogenase [EC:1.1.1.290]	pdxB	K03473	K03473
44.8682582133187	-0.160958995959026	0.508861294535032	-0.316312122159144	0.751765611011268	0.983537789322935	105	42	34	22	0	104	5	105	37	54	13	19	64	51	14	33	102	14	68	27	20	80	44	27	46	30	No	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing) [EC:3.7.1.22]	iolD	K03336	K03336
34.3227182895078	1.08340192273505	0.628804846702042	1.72295415408657	0.0848968160297199	0.983537789322935	0	17	53	0	45	15	25	4	92	3	9	0	36	39	66	23	68	64	20	32	24	119	71	86	8	24	No	nitrite transporter	nirC	K02598	K02598
24.4494290104985	0.793571870208159	0.790179781898372	1.00429280574813	0.315237500295396	0.983537789322935	0	42	9	44	25	20	0	13	32	0	7	10	18	69	92	28	7	0	50	33	48	11	0	6	2	62	No	meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]	budC	K18009	K18009
7.03530144729515	-0.236403851917165	1.20562602601567	-0.196083899000113	0.844544498366095	0.983537789322935	0	14	11	20	0	11	0	0	5	0	4	0	0	9	12	0	12	13	9	0	8	0	0	6	2	69	No	dihydroanticapsin dehydrogenase [EC:1.1.1.385]	bacC	K19548	K19548
43.5167886306613	-0.0968785787812965	0.591969916314544	-0.163654564381309	0.870003087559172	0.986454057345887	5	42	70	36	3	29	10	15	53	11	56	0	26	24	21	18	25	191	57	8	12	55	149	198	19	91	No	transcriptional regulator, propionate catabolism operon regulatory protein	prpR	K02688	K02688
27.5902752650692	-0.258721708237303	0.73379979426166	-0.352578060474418	0.724404787813016	0.983537789322935	0	21	15	27	59	15	41	29	13	27	33	15	54	0	0	74	73	0	36	11	39	20	13	0	22	95	No	flagellar biosynthesis protein FlhG	flhG, fleN	K04562	K04562
31.9401513349904	-0.0661620741026719	0.655993099668028	-0.100857881182217	0.91966327850134	0.988320899120492	74	0	12	66	5	11	16	25	25	6	11	10	4	20	25	0	27	67	22	69	13	25	79	172	26	17	No	nucleobase:cation symporter-1, NCS1 family	TC.NCS1	K03457	K03457
61.1099590044503	-0.519196507173015	0.511339436016696	-1.01536566633218	0.309931552975326	0.983537789322935	71	72	18	293	3	117	20	102	18	59	40	19	60	88	117	65	37	18	25	68	25	85	122	0	62	50	No	succinyl-CoA synthetase beta subunit [EC:6.2.1.5]	sucC	K01903	K01903
17.8550004051942	-1.34341714375903	0.976192580610577	-1.37618044886058	0.168765773527224	0.983537789322935	112	8	20	87	10	0	0	0	22	0	12	0	0	10	3	0	4	34	11	0	12	40	40	4	5	34	No	protoporphyrin/coproporphyrin ferrochelatase [EC:4.98.1.1 4.99.1.9]	hemH, FECH	K01772	K01772
69.7619421167076	0.457310362497223	0.40960013507674	1.11648000900084	0.264216722624122	0.983537789322935	12	39	17	51	184	22	58	80	131	21	55	12	89	16	119	76	102	123	60	49	88	71	59	83	47	178	No	23S rRNA pseudouridine2604 synthase [EC:5.4.99.21]	rluF	K06182	K06182
4.85710093616206	0.600103816864003	1.21655004449277	0.493283296959816	0.621812428755835	0.983537789322935	0	0	6	0	0	0	4	8	11	0	4	0	4	0	19	9	4	10	4	0	6	0	0	7	11	24	No	polysaccharide biosynthesis protein VpsE	vpsE	K20946	K20946
167.829145532425	-0.510440686590689	0.681605510092464	-0.748879929860667	0.453929578128719	0.983537789322935	236	444	18	0	6	304	71	69	22	387	345	509	133	91	40	149	50	239	66	378	15	18	64	182	69	77	No	heavy metal efflux system protein	czcA, cusA, cnrA	K15726	K15726
76.6518088690075	-0.569182991145072	0.645695127869143	-0.881504237183004	0.378044961651569	0.983537789322935	150	216	0	53	9	184	49	38	9	133	182	162	41	67	15	85	4	126	20	89	13	37	0	76	62	15	No	membrane fusion protein, heavy metal efflux system	czcB, cusB, cnrB	K15727	K15727
113.582814493242	-0.344586548583891	0.397536075696284	-0.866805730726068	0.386048461629649	0.983537789322935	4	229	28	70	139	221	68	99	53	173	282	87	216	64	49	106	150	106	102	182	124	46	118	52	73	69	No	DNA-damage-inducible protein D	dinD	K14623	K14623
53.1985610713188	-0.861906046235072	0.748717119660579	-1.15117715837165	0.24965936020383	0.983537789322935	250	0	19	0	9	22	30	10	20	40	98	125	3	0	0	4	35	115	35	45	39	112	127	46	43	98	No	MFS transporter, DHA2 family, multidrug resistance protein	emrB	K03446	K03446
87.9675779942065	-0.568530604964884	0.492952282226666	-1.15331772559573	0.248779997225557	0.983537789322935	158	0	41	112	6	114	32	45	119	175	200	212	47	96	18	33	90	139	45	35	56	134	201	48	21	116	No	MFS transporter, DHA1 family, multidrug resistance protein	bcr, tcaB	K07552	K07552
37.3464553599661	-0.130104477030766	0.529107991718956	-0.24589399341349	0.805764293669064	0.983537789322935	0	9	46	58	32	31	26	21	18	23	23	3	40	25	132	84	45	29	113	29	16	55	18	9	31	68	No	general L-amino acid transport system permease protein	aapM, bztC	K09971	K09971
34.0613216814987	-0.841777939843786	0.569517330309247	-1.4780550038516	0.139393056445441	0.983537789322935	67	0	42	157	11	16	17	45	45	0	39	4	57	17	3	33	35	23	36	70	26	17	53	12	59	42	No	penicillin-binding protein 1C [EC:2.4.1.129]	pbpC	K05367	K05367
136.112004402501	-0.106844569054497	0.653780839113419	-0.163425666006651	0.870183295982221	0.986454057345887	130	351	18	0	32	269	66	38	42	271	404	521	57	89	21	149	26	139	19	187	64	32	31	117	78	71	No	2-methylcitrate synthase [EC:2.3.3.5]	prpC	K01659	K01659
9.10980344644416	-0.108746128752572	1.19677396690409	-0.0908660547103015	0.927599022992202	0.988729284491584	4	0	0	36	0	9	19	12	10	0	27	0	0	0	4	0	0	4	7	0	3	16	24	68	0	13	No	protein AroM	aroM	K14591	K14591
130.046708388268	0.564341591348218	0.27807657479694	2.0294467153888	0.0424128110430257	0.983537789322935	31	120	220	170	145	59	142	211	255	61	26	51	131	127	148	203	227	63	144	84	94	155	206	139	105	172	Yes	carboxypeptidase Taq [EC:3.4.17.19]	E3.4.17.19	K01299	K01299
66.5942032964782	0.060291583505076	0.331234537535673	0.182020824137588	0.855566383589685	0.983537789322935	108	35	88	77	28	119	21	90	68	27	26	42	95	101	59	46	105	45	65	60	93	55	98	58	32	87	No	D-aspartate ligase [EC:6.3.1.12]	asl	K17810	K17810
47.7184973391465	0.346425098147444	0.683795184708081	0.506621143135625	0.612420670269801	0.983537789322935	0	91	42	35	76	92	0	128	20	18	3	0	72	88	3	5	34	22	61	187	52	78	75	16	55	10	No	uncharacterized protein	K06903	K06903	K06903
4.33472684811541	0.0554565728925437	1.57463534303856	0.0352186765892919	0.971905369704226	0.992213692439161	99	0	0	0	0	21	0	15	19	0	0	0	6	6	0	0	6	0	0	0	0	15	32	0	7	9	No	uncharacterized protein	K06929	K06929	K06929
30.7982749322281	1.10792320425206	0.619210781344896	1.78925050666221	0.0735744809581842	0.983537789322935	5	31	66	11	42	0	7	21	38	6	8	11	30	35	0	29	56	0	40	14	67	111	119	32	36	40	No	CMP-N,N'-diacetyllegionaminic acid synthase [EC:2.7.7.82]	legF, ptmB	K18431	K18431
75.5707188800765	-0.248836837640622	0.686910575287231	-0.36225506869882	0.717161431128412	0.983537789322935	17	173	31	79	3	146	89	45	63	182	270	171	75	72	26	75	77	0	0	0	19	145	176	4	39	6	No	glucuronide carrier protein	uidB, gusB	K16139	K16139
9.67008559349846	-0.196697194872437	1.24324333595506	-0.158212949294704	0.874289000207696	0.986454057345887	0	0	0	16	13	0	0	5	9	0	40	0	0	0	0	6	8	12	0	9	4	69	77	26	0	20	No	2-dehydro-3-deoxygalactonokinase [EC:2.7.1.58]	dgoK	K00883	K00883
72.4273353458112	0.590955299004544	0.542741619615181	1.08883357687503	0.276227281891096	0.983537789322935	46	10	58	49	26	0	71	60	57	0	51	61	41	87	100	45	53	115	48	205	41	67	79	357	77	48	No	creatinine amidohydrolase [EC:3.5.2.10]	E3.5.2.10	K01470	K01470
13.4721932161514	-0.294603398759059	1.04355231757406	-0.282308221444923	0.777707182063978	0.983537789322935	0	0	20	0	0	8	0	4	18	18	12	12	6	17	0	32	4	80	3	0	38	28	56	0	11	0	No	bacillopeptidase F [EC:3.4.21.-]	bpr	K13276	K13276
45.2351773318146	-0.194507377611997	0.471701188567945	-0.412352952093484	0.680080742071557	0.983537789322935	85	0	47	156	28	27	10	106	40	17	15	9	62	36	41	33	70	57	29	32	13	66	72	43	60	77	No	cobalt/nickel transport system permease protein	cbiQ	K02008	K02008
103.875600813944	0.216737219151726	0.316809266832306	0.684125250876735	0.49389607815997	0.983537789322935	67	71	102	214	28	73	55	170	73	36	40	69	106	92	112	107	313	252	66	58	63	186	192	123	70	104	No	cobalt/nickel transport system ATP-binding protein	cbiO	K02006	K02006
39.4443535673407	1.18318888780692	0.587130769198892	2.01520504439125	0.0438831692086214	0.983537789322935	0	95	5	12	108	47	0	40	55	3	57	7	26	86	79	59	103	7	35	24	8	57	36	17	28	48	Yes	phosphoglycerol transferase [EC:2.7.8.20]	mdoB	K01002	K01002
26.8419458286141	-0.0508613986071209	0.770087208136341	-0.066046284199693	0.947340976408917	0.991399648414503	0	0	7	0	39	24	14	40	14	23	15	18	8	8	0	79	57	0	9	69	67	44	39	24	10	130	No	negative regulator of flagellin synthesis FlgM	flgM	K02398	K02398
52.1098850739858	1.1099623287708	0.591205463684793	1.87745614164788	0.0604556030566221	0.983537789322935	10	0	32	55	230	22	23	30	16	0	6	12	38	22	113	31	49	72	31	94	73	42	36	136	48	51	No	N-acetylglutamate synthase [EC:2.3.1.1]	argO	K22477	K22477
64.5320667302107	0.255588715482727	0.422749676748957	0.604586424401937	0.545453829124401	0.983537789322935	18	127	131	140	91	63	103	101	136	9	29	11	52	6	27	57	40	64	61	47	63	31	83	30	85	121	No	uncharacterized protein	K06978	K06978	K06978
17.598650240371	-1.46666321368717	1.11521697270479	-1.31513709850559	0.188463830462387	0.983537789322935	74	0	0	0	0	35	0	14	0	40	46	30	28	9	4	28	32	0	4	0	0	37	59	0	0	9	No	ATP-binding cassette, subfamily C, bacterial CydC	cydC	K16012	K16012
64.1534880075906	0.375685371472274	0.523414130509982	0.717759322061537	0.472905698895638	0.983537789322935	0	101	28	11	71	85	30	41	101	61	147	57	14	14	62	8	40	114	17	193	36	71	65	150	110	24	No	glucosidase [EC:3.2.1.-]	ygjK	K03931	K03931
