KEGG_ko	Description	Symbol	0505-0101	R1W5
K06391	stage III sporulation protein AB	spoIIIAB	43.8340632506627	16.748457824910414
K06395	stage III sporulation protein AF	spoIIIAF	23.769018950524462	6.007778220340881
K18231	macrolide transport system ATP-binding/permease protein	msr, vmlR	13.210362358391485	10.391137601270684
K02535	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]	lpxC	6.035692817753703	8.447286431962594
K05816	sn-glycerol 3-phosphate transport system ATP-binding protein [EC:7.6.2.10]	ugpC	36.229101445904476	10.130854343407224
K15554	sulfonate transport system permease protein	ssuC	52.162083743370616	29.29400088737914
K15555	sulfonate transport system ATP-binding protein [EC:7.6.2.14]	ssuB	52.41927471369407	32.04363406266715
K15553	sulfonate transport system substrate-binding protein	ssuA	32.36158369988324	40.102582274368125
K10810	thiazole tautomerase (transcriptional regulator TenI) [EC:5.3.99.10]	tenI	8.313438493830128	0
K07726	putative transcriptional regulator	K07726	52.809288005855045	147.56571643244868
K03706	transcriptional pleiotropic repressor	codY	24.933663946100616	62.72369699654181
K01751	diaminopropionate ammonia-lyase [EC:4.3.1.15]	E4.3.1.15	117.14768081494648	56.082041120555076
K07341	death on curing protein	doc	21.847473281810807	154.55339910495692
K00366	ferredoxin-nitrite reductase [EC:1.7.7.1]	nirA	54.84616275677998	5.781799069983974
K00392	sulfite reductase (ferredoxin) [EC:1.8.7.1]	sir	54.84616275677998	5.781799069983974
K20742	gamma-D-glutamyl-L-lysine dipeptidyl-peptidase [EC:3.4.14.13]	ykfC	17.759661557464526	17.59088374202051
K07494	putative transposase	K07494	124.32445455194116	8.597962384888248
K02664	type IV pilus assembly protein PilO	pilO	12.282405338236515	4.309470932707073
K02662	type IV pilus assembly protein PilM	pilM	10.56711722048694	25.719225579497454
K07795	putative tricarboxylic transport membrane protein	tctC	22.63350229731185	10.855493590528848
K10557	AI-2 transport system permease protein	lsrD	14.793816997175407	0
K10556	AI-2 transport system permease protein	lsrC	10.520749099913473	6.570441004585526
K10558	AI-2 transport system ATP-binding protein	lsrA, ego	9.02304506265785	11.896753605012382
K03780	L(+)-tartrate dehydratase beta subunit [EC:4.2.1.32]	ttdB	21.362251465247226	94.59117778887669
K03779	L(+)-tartrate dehydratase alpha subunit [EC:4.2.1.32]	ttdA	27.020397612534225	94.61856271544089
K00459	nitronate monooxygenase [EC:1.13.12.16]	ncd2, npd	45.39835615355012	6.817952859457025
K02182	carnitine-CoA ligase [EC:6.2.1.48]	caiC	29.114753873552452	11.980714256717057
K09925	uncharacterized protein	K09925	166.00389292433087	133.5620325153163
K06190	intracellular septation protein	ispZ	7.831919819869748	3.6492827701138357
K03769	peptidyl-prolyl cis-trans isomerase C [EC:5.2.1.8]	ppiC	16.25004553794596	66.84429668676624
K03476	L-ascorbate 6-phosphate lactonase [EC:3.1.1.-]	ulaG	37.71884499871238	9.52623825017442
K18650	exo-poly-alpha-galacturonosidase [EC:3.2.1.82]	pehX	8.98350983576439	33.840382362958586
K00196	anaerobic carbon-monoxide dehydrogenase iron sulfur subunit	cooF	20.53467396975498	11.481996659624947
K00198	anaerobic carbon-monoxide dehydrogenase catalytic subunit [EC:1.2.7.4]	cooS, acsA	30.64765973102072	28.785949999924444
K11689	C4-dicarboxylate transporter, DctQ subunit	dctQ	61.105964855880266	17.519317086178607
K14205	phosphatidylglycerol lysyltransferase [EC:2.3.2.3]	mprF, fmtC	15.313740137893364	0
K05834	homoserine/homoserine lactone efflux protein	rhtB	13.847724500147912	0
K01698	porphobilinogen synthase [EC:4.2.1.24]	hemB, ALAD	18.863726193210322	38.81057531450952
K19784	chromate reductase, NAD(P)H dehydrogenase (quinone)	chrR, NQR	13.783996869677754	0
K09124	uncharacterized protein	K09124	47.041370439534745	213.7583374919835
K13483	xanthine dehydrogenase YagT iron-sulfur-binding subunit	yagT	28.652361104020553	2.3981880091216405
K00132	acetaldehyde dehydrogenase (acetylating) [EC:1.2.1.10]	E1.2.1.10	16.97133457395766	22.204688684714103
K03673	protein dithiol oxidoreductase (disulfide-forming) [EC:1.8.4.15]	dsbA	8.045079286309743	2.595119395792649
K11604	manganese/iron transport system substrate-binding protein	sitA	8.045079286309743	0
K10122	fructooligosaccharide transport system permease protein	msmG	18.862841059108316	0
K00282	glycine dehydrogenase subunit 1 [EC:1.4.4.2]	gcvPA	42.54092819543578	26.810024575255483
K06194	lipoprotein NlpD	nlpD	16.695869554941847	11.122131350497021
K07467	putative DNA relaxase	nicK	33.95657563118093	33.58621810454834
K03150	2-iminoacetate synthase [EC:4.1.99.19]	thiH	66.07488100666667	198.3472208496652
K21936	anaerobilin synthase [EC:2.1.1.342]	chuW	9.954433364056662	3.246861868096694
K18344	two-component system, OmpR family, response regulator VanR	vanRB, vanR, vanRD	9.917163266993168	36.44601926948684
K05565	multicomponent Na+:H+ antiporter subunit A	mnhA, mrpA	42.64022353206727	0
K05568	multicomponent Na+:H+ antiporter subunit D	mnhD, mrpD	61.71887347333725	10.44592350625977
K14086	ech hydrogenase subunit A	echA	26.6072955612269	4.728596847924305
K12141	hydrogenase-4 component F [EC:1.-.-.-]	hyfF	24.740512260784925	12.41893600805242
K05567	multicomponent Na+:H+ antiporter subunit C	mnhC, mrpC	11.070564928954155	4.587501519665957
K02669	twitching motility protein PilT	pilT	79.96781258217847	58.262994701455774
K00170	pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1]	porB	22.635202047073875	36.305066825397226
K18356	phenylglyoxylate dehydrogenase beta subunit [EC:1.2.1.58]	padI	8.506638776124568	0
K00169	pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]	porA	25.192925130111032	14.808549987359909
K00172	pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]	porC, porG	26.80167616905402	5.209251052522464
K18357	phenylglyoxylate dehydrogenase gamma subunit [EC:1.2.1.58]	padE	16.468902471915822	0
K03923	NADPH dehydrogenase (quinone) [EC:1.6.5.10]	mdaB	8.852722248297823	0
K02396	flagellar hook-associated protein 1	flgK	25.03635640523001	24.822280836245284
K02397	flagellar hook-associated protein 3 FlgL	flgL	10.31124409105993	19.512176696387883
K13626	flagellar assembly factor FliW	fliW	9.528260662302937	15.983183179318857
K03563	carbon storage regulator	csrA	6.910967807694512	7.9915915896594285
K02407	flagellar hook-associated protein 2	fliD	22.92798951198628	53.88912852660904
K00009	mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]	mtlD	103.30786908264761	249.1707825738408
K18831	HTH-type transcriptional regulator / antitoxin HigA	higA	26.039143528662354	9.869710916819209
K00856	adenosine kinase [EC:2.7.1.20]	ADK, adoK	8.779352343370944	5.615500813168344
K06204	DnaK suppressor protein	dksA	11.425512067468143	2.3409472244933065
K01419	ATP-dependent HslUV protease, peptidase subunit HslV [EC:3.4.25.2]	hslV, clpQ	11.176691926733575	0
K03667	ATP-dependent HslUV protease ATP-binding subunit HslU	hslU	12.579491875007792	4.028684399519261
K11102	proton glutamate symport protein	gltP, gltT	19.007865184321144	24.364470690286122
K01567	peptidoglycan-N-acetylmuramic acid deacetylase [EC:3.5.1.-]	pdaA	36.348232185246516	19.41978836563681
K12941	aminobenzoyl-glutamate utilization protein B	abgB	182.6053396940645	133.13636128432597
K02279	pilus assembly protein CpaB	cpaB, rcpC	46.60804473791493	0
K06907	uncharacterized protein	K06907	34.529777523710756	53.179545623405296
K04752	nitrogen regulatory protein P-II 2	glnK	18.95792914752012	9.482966503142098
K22305	phosphoserine phosphatase [EC:3.1.3.3]	psp	12.36069260593119	5.124583440698195
K04092	chorismate mutase [EC:5.4.99.5]	tyrA1	39.7905450313027	8.403775489597198
K10679	nitroreductase / dihydropteridine reductase [EC:1.-.-.- 1.5.1.34]	nfnB, nfsB	7.106134594906047	12.780540494841578
K00008	L-iditol 2-dehydrogenase [EC:1.1.1.14]	SORD, gutB	97.69414726482229	103.70261146560745
K00060	threonine 3-dehydrogenase [EC:1.1.1.103]	tdh	43.39600902779576	29.17731561619121
K09934	uncharacterized protein	K09934	12.128864328384541	0
K05795	tellurium resistance protein TerD	terD	5.856765785053598	0
K05882	aryl-alcohol dehydrogenase (NADP+) [EC:1.1.1.91]	E1.1.1.91	20.71584526727787	2.4625549155822752
K07039	uncharacterized protein	K07039	12.276456082012427	0
K11183	multiphosphoryl transfer protein [EC:2.7.1.202]	fruB, fpr	15.515862103573818	0
K04112	benzoyl-CoA reductase subunit C [EC:1.3.7.8]	bcrC, badD	13.298183789872773	22.74221063774062
K20904	(R)-2-hydroxyglutaryl-CoA dehydratase subunit beta [EC:4.2.1.167]	hgdB	13.298183789872773	25.004940083987698
K04113	benzoyl-CoA reductase subunit B [EC:1.3.7.8]	bcrB, badE	27.821488434040155	10.174901478209557
K20903	(R)-2-hydroxyglutaryl-CoA dehydratase subunit alpha [EC:4.2.1.167]	hgdA	23.808717223803132	10.174901478209557
K01615	glutaconyl-CoA decarboxylase subunit alpha [EC:7.2.4.5]	gcdA	27.309674914150328	32.284066293349866
K19405	protein arginine kinase [EC:2.7.14.1]	mcsB	57.85468303567596	15.03716789782635
K00127	formate dehydrogenase subunit gamma	fdoI, fdsG	9.809435122017293	14.828595596251434
K08358	tetrathionate reductase subunit B	ttrB	6.4198944570923615	0
K08357	tetrathionate reductase subunit A	ttrA	24.080819455142972	6.79887013612653
K19597	Au+-exporting ATPase [EC:3.6.1.-]	golT	6.595873713271937	0
K01305	beta-aspartyl-dipeptidase (metallo-type) [EC:3.4.19.-]	iadA	81.76544581534795	29.885523711436118
K14358	secernin	SCRN	7.386469612242981	0
K20712	3-(hydroxyamino)phenol mutase [EC:5.4.4.3]	glnA	7.406224460178989	0
K06908	uncharacterized protein	K06908	28.309271804396445	51.72755308356489
K04744	LPS-assembly protein	lptD, imp, ostA	13.651851295984471	34.297066693202304
K07102	N-acetylmuramate 1-kinase [EC:2.7.1.221]	amgK	7.440596258080751	21.009693292939158
K00992	N-acetyl-alpha-D-muramate 1-phosphate uridylyltransferase [EC:2.7.7.99]	murU	13.304950390935037	0
K18013	3-keto-5-aminohexanoate cleavage enzyme [EC:2.3.1.247]	kce	25.82096906530704	67.4307715397486
K04087	modulator of FtsH protease HflC	hflC	42.53688566632341	4.673845608925519
K04088	modulator of FtsH protease HflK	hflK	40.608896055835714	17.60564075264823
K01668	tyrosine phenol-lyase [EC:4.1.99.2]	E4.1.99.2	8.296432016333384	4.916596466833424
K15552	taurine transport system permease protein	tauC	32.57894742125074	21.665386105559694
K02666	type IV pilus assembly protein PilQ	pilQ	5.317092902603919	9.716087751831186
K02652	type IV pilus assembly protein PilB	pilB	98.68324949664749	93.40406898525607
K02455	general secretion pathway protein F	gspF	9.397818183815865	2.5554815488740497
K19411	protein arginine kinase activator	mcsA	46.8968807050121	19.511979477047415
K06877	DEAD/DEAH box helicase domain-containing protein	K06877	24.968772534066005	28.34181023651876
K16849	altronate dehydratase small subunit [EC:4.2.1.7]	uxaA1	26.48925622903252	8.863694382818537
K01501	nitrilase [EC:3.5.5.1]	E3.5.5.1	6.270736067165974	0
K12940	aminobenzoyl-glutamate utilization protein A	abgA	30.481380854381154	26.281035354298155
K01707	5-dehydro-4-deoxyglucarate dehydratase [EC:4.2.1.41]	kdgD	37.998168723486195	7.219940511956252
K01787	N-acylglucosamine 2-epimerase [EC:5.1.3.8]	RENBP	53.19382462980264	61.49469042487835
K13252	putrescine carbamoyltransferase [EC:2.1.3.6]	ptcA	6.949680935697528	5.1044534276563684
K16846	(2R)-sulfolactate sulfo-lyase subunit beta [EC:4.4.1.24]	suyB	16.44185851735803	206.82490958120428
K01449	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	cwlJ, sleB	72.24019614085313	44.84710535648433
K02588	nitrogenase iron protein NifH	nifH	37.5349496292396	15.850612670240606
K15778	phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]	pmm-pgm	20.103267672719596	8.62041893804436
K16087	hemoglobin/transferrin/lactoferrin receptor protein	TC.FEV.OM3, tbpA, hemR, lbpA, hpuB, bhuR, hugA, hmbR	23.53727113971436	2.088290183052662
K01141	exodeoxyribonuclease I [EC:3.1.11.1]	sbcB, exoI	15.440839020989547	0
K00104	glycolate oxidase [EC:1.1.3.15]	glcD	29.567455947724895	47.63482160902595
K01426	amidase [EC:3.5.1.4]	E3.5.1.4, amiE	23.79809984040332	14.239296896915652
K19814	glutamate 2,3-aminomutase [EC:5.4.3.9]	eam	9.933619242844811	13.01594012806277
K02671	type IV pilus assembly protein PilV	pilV	9.211056384939152	0
K13796	tricarballylate dehydrogenase	cobZ, tcuA	7.649453219179684	0
K10005	glutamate transport system substrate-binding protein	gluB	47.651401182647135	2.9860903472959293
K19509	fructoselysine/glucoselysine PTS system EIID component	gfrD	10.489987916671684	6.700041316542624
K19508	fructoselysine/glucoselysine PTS system EIIC component	gfrC	10.6450094616533	7.420425991602442
K19510	fructoselysine-6-phosphate deglycase	gfrF	41.946756794615325	0
K12942	aminobenzoyl-glutamate transport protein	abgT	104.66788555379684	71.4804055768978
K19309	bacitracin transport system ATP-binding protein	bcrA	29.294653726207514	101.02594447247847
K07122	phospholipid transport system transporter-binding protein	mlaB	10.730475964539547	0
K03304	tellurite resistance protein	tehA	9.124095084766457	4.602348058981675
K07045	uncharacterized protein	K07045	68.16046692162945	101.74534003640197
K06971	uncharacterized protein	K06971	43.584488976377536	34.65485769497581
K17734	serine protease AprX [EC:3.4.21.-]	aprX	57.79476859531524	54.71606771399559
K19431	pyruvyl transferase EpsO [EC:2.-.-.-]	epsO	13.875354787818827	0
K09889	ribosome-associated protein	yjgA	5.816207028314317	0
K03831	molybdopterin adenylyltransferase [EC:2.7.7.75]	mogA	5.816207028314317	8.032551567303765
K00086	1,3-propanediol dehydrogenase [EC:1.1.1.202]	dhaT	44.607834998845306	2.209985217365019
K03672	thioredoxin 2 [EC:1.8.1.8]	trxC	6.436580564289008	0
K13040	two-component system, LuxR family, sensor histidine kinase TtrS [EC:2.7.13.3]	ttrS	28.532764027366166	6.05159746393741
K03274	ADP-L-glycero-D-manno-heptose 6-epimerase [EC:5.1.3.20]	gmhD, rfaD	5.365294502668967	29.993300426003493
K03272	D-beta-D-heptose 7-phosphate kinase / D-beta-D-heptose 1-phosphate adenosyltransferase [EC:2.7.1.167 2.7.7.70]	gmhC, hldE, waaE, rfaE	9.576489730225537	33.819188405457915
K21344	D-glycero-beta-D-manno-heptose-7-phosphate kinase [EC:2.7.1.167]	rfaE1	9.576489730225537	6.6668291123697
K08323	mannonate dehydratase [EC:4.2.1.8]	rspA, manD	24.61764413205575	8.789112237985542
K10008	glutamate transport system ATP-binding protein [EC:7.4.2.1]	gluA	44.66828206913614	6.745900729029214
K03519	aerobic carbon-monoxide dehydrogenase medium subunit [EC:1.2.5.3]	coxM, cutM	13.640585072488008	3.6394765150661796
K08304	membrane-bound lytic murein transglycosylase A [EC:4.2.2.-]	mltA	13.380824801027401	14.991689208346283
K15724	iron-sulfur cluster insertion protein	erpA	9.229826527789532	0
K00929	butyrate kinase [EC:2.7.2.7]	buk	65.20004999238493	49.617591758118984
K07149	uncharacterized protein	K07149	15.87194431608593	33.04185926462599
K03643	LPS-assembly lipoprotein	lptE, rlpB	7.181893058945861	5.016316051646368
K03753	molybdopterin-guanine dinucleotide biosynthesis adapter protein	mobB	63.03834228053585	188.273515426012
K03750	molybdopterin molybdotransferase [EC:2.10.1.1]	moeA	147.02165921281573	203.6475301893239
K03636	sulfur-carrier protein	moaD, cysO	10.032653458753542	0
K03635	molybdopterin synthase catalytic subunit [EC:2.8.1.12]	MOCS2B, moaE	12.741693359485023	4.998683572484028
K08299	crotonobetainyl-CoA hydratase [EC:4.2.1.149]	caiD	11.760861329808991	0
K10672	glycine reductase complex component B subunit gamma [EC:1.21.4.2]	grdB	33.54831875147732	5.65682342721557
K03833	selenocysteine-specific elongation factor	selB, EEFSEC	31.6215713572398	12.142246316670546
K07112	uncharacterized protein	K07112	41.120715210157854	24.94263738652778
K06895	L-lysine exporter family protein LysE/ArgO	lysE, argO	11.15375230396765	17.969660931435424
K18907	GntR family transcriptional regulator, regulator for abcA and norABC	norG	18.19275924065146	0
K16950	anaerobic sulfite reductase subunit A	asrA	26.391281814627657	14.768615143337446
K03752	molybdenum cofactor guanylyltransferase [EC:2.7.7.77]	mobA	26.83958665456569	11.1727371399426
K03641	TolB protein	tolB	70.53403351447106	211.62706660549532
K01147	exoribonuclease II [EC:3.1.13.1]	rnb	12.868731496357773	2.0975303274065342
K07000	uncharacterized protein	K07000	10.000658686986064	5.492994594682946
K21469	serine-type D-Ala-D-Ala carboxypeptidase [EC:3.4.16.4]	pbp4b	21.324955485010268	0
K09970	general L-amino acid transport system permease protein	aapQ, bztB	6.124616485057257	3.3619986999308984
K00634	phosphate butyryltransferase [EC:2.3.1.19]	ptb	25.970812743064148	69.70402610817702
K03806	N-acetyl-anhydromuramoyl-L-alanine amidase [EC:3.5.1.28]	ampD	6.7506964684383215	0
K12058	conjugal transfer mating pair stabilization protein TraN	traN	31.668172954602465	2.456175242954172
K12063	conjugal transfer ATP-binding protein TraC	traC	8.99551240913445	2.6482781847021966
K07684	two-component system, NarL family, nitrate/nitrite response regulator NarL	narL	19.143159437262312	2.00440526900071
K12137	hydrogenase-4 component B [EC:1.-.-.-]	hyfB	48.05213107703953	34.1481978934232
K09778	Kdo2-lipid IVA 3' secondary acyltransferase [EC:2.3.1.-]	lpxJ	6.043439281811322	7.630451702501152
K00966	mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	GMPP	19.066987634789147	10.629123392729177
K16881	mannose-1-phosphate guanylyltransferase / phosphomannomutase [EC:2.7.7.13 5.4.2.8]	K16881	23.722232385313355	13.270024956138723
K03089	RNA polymerase sigma-32 factor	rpoH	11.569597355395937	6.976861985079155
K01464	dihydropyrimidinase [EC:3.5.2.2]	DPYS, dht, hydA	84.45386219714835	44.40425524327869
K14987	two-component system, LuxR family, response regulator FixJ	fixJ	8.573173586421312	3.8461812994549054
K09791	uncharacterized protein	K09791	5.305302852977865	0
K21449	trimeric autotransporter adhesin	ata, sadA, emaA	72.68707978327686	155.85309618723778
K02525	LacI family transcriptional regulator, kdg operon repressor	kdgR	37.5360436775274	7.452914279464862
K02761	cellobiose PTS system EIIC component	celB, chbC	24.611248787260454	58.96871619014423
K19424	glycosyltransferase EpsF [EC:2.4.-.-]	epsF	25.656594714829062	0
K17076	putative lysine transport system ATP-binding protein	lysY	52.23312389857188	32.18370538771635
K03406	methyl-accepting chemotaxis protein	mcp	109.94183631244356	121.2481401099394
K13041	two-component system, LuxR family, response regulator TtrR	ttrR	8.438586278660086	0
K14682	amino-acid N-acetyltransferase [EC:2.3.1.1]	argAB	17.855697198923856	4.143722659363653
K12448	UDP-arabinose 4-epimerase [EC:5.1.3.5]	UXE, uxe	7.779784153514455	0
K00245	fumarate reductase iron-sulfur subunit [EC:1.3.5.4]	frdB	8.227302109764036	0
K19422	glycosyltransferase EpsD [EC:2.4.-.-]	epsD	26.164398543782365	18.646405947800645
K03746	DNA-binding protein H-NS	hns	7.0466915980619405	0
K09858	SEC-C motif domain protein	K09858	16.90052763143157	4.017303479542609
K09933	MtfA peptidase	mtfA	7.319242030885101	4.017303479542609
K02417	flagellar motor switch protein FliN	fliN	30.785851666857592	10.308631263219983
K02400	flagellar biosynthesis protein FlhA	flhA	20.811510444812274	33.19834199700959
K07640	two-component system, OmpR family, sensor histidine kinase CpxA [EC:2.7.13.3]	cpxA	8.446907630890182	1.991772379248254
K07642	two-component system, OmpR family, sensor histidine kinase BaeS [EC:2.7.13.3]	baeS, smeS	8.446907630890182	0
K07662	two-component system, OmpR family, response regulator CpxR	cpxR	17.110483835060602	4.6326739426578
K16248	probable glucitol transport protein GutA	gutA, gutP	31.430100845667084	52.48048339609283
K07638	two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]	envZ	7.445115248876043	0
K11904	type VI secretion system secreted protein VgrG	vgrG	44.84369673758982	36.99928485736939
K04023	ethanolamine transporter	eutH	45.412566984198925	45.436729388603005
K03303	lactate permease	lctP	11.434346065001202	27.65289248374191
K02381	FdrA protein	fdrA	46.37483769717238	0
K03841	fructose-1,6-bisphosphatase I [EC:3.1.3.11]	FBP, fbp	6.868913549364746	0
K21467	penicillin-binding protein 3	pbpC	41.97773886521159	70.34157481683486
K00824	D-alanine transaminase [EC:2.6.1.21]	dat	21.87836176800778	14.444184429804125
K03649	double-stranded uracil-DNA glycosylase [EC:3.2.2.28]	mug	71.94021051257806	232.41959472683328
K17229	sulfide dehydrogenase [flavocytochrome c] flavoprotein chain [EC:1.8.2.3]	fccB	15.32688579672	2.2048457582203573
K17230	cytochrome subunit of sulfide dehydrogenase	fccA	8.221214281720115	0
K13256	protein PsiE	psiE	9.801412834890094	0
K06886	hemoglobin	glbN	9.431546688015285	0
K07719	two-component system, response regulator GlnL	glnL	23.054643715119344	18.810946563547166
K03760	lipid A ethanolaminephosphotransferase [EC:2.7.8.43]	eptA, pmrC	22.602228204653084	9.782776827476892
K19353	heptose-I-phosphate ethanolaminephosphotransferase [EC:2.7.8.-]	eptC	22.602228204653084	10.596672483847604
K10218	4-hydroxy-4-methyl-2-oxoglutarate aldolase [EC:4.1.3.17]	ligK, galC	42.21146286511933	3.4941660284697806
K08348	formate dehydrogenase-N, alpha subunit [EC:1.17.5.3]	fdnG	18.543066424151323	6.749348563208038
K06175	tRNA pseudouridine65 synthase [EC:5.4.99.26]	truC	4.371467007002784	0
K02172	bla regulator protein blaR1	blaR1	46.38935701299063	82.25094676695595
K02171	BlaI family transcriptional regulator, penicillinase repressor	blaI	23.38232222608685	55.24678224621803
K01466	allantoinase [EC:3.5.2.5]	allB	27.60729575357379	4.732889477214594
K02303	uroporphyrin-III C-methyltransferase [EC:2.1.1.107]	cobA	28.396086961480886	74.19194648090867
K05788	integration host factor subunit beta	ihfB, himD	8.695158077694568	7.152366926031932
K22431	caffeyl-CoA reductase-Etf complex subunit CarD [EC:1.3.1.108]	carD	76.7913387677123	192.5544214319894
K17836	beta-lactamase class A [EC:3.5.2.6]	penP	235.63085986880918	489.4796418201631
K11607	manganese/iron transport system ATP-binding protein	sitB	8.039085658931144	0
K11710	manganese/zinc/iron transport system ATP- binding protein [EC:7.2.2.5]	troB, mntB, znuC	8.039085658931144	0
K11606	manganese/iron transport system permease protein	sitD	8.039085658931144	0
K07218	nitrous oxidase accessory protein	nosD	14.030603646929283	4.881437164418314
K19342	copper chaperone NosL	nosL	28.36955987805029	0
K00376	nitrous-oxide reductase [EC:1.7.2.4]	nosZ	13.678958373791826	0
K07493	putative transposase	K07493	234.06571431784354	51.512920714720266
K00230	menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]	hemG	11.088219454205511	3.1324350108160237
K05786	chloramphenicol-sensitive protein RarD	rarD	9.084605285483564	19.741413771585446
K07666	two-component system, OmpR family, response regulator QseB	qseB	29.156234388203803	5.276903390533447
K07813	accessory gene regulator B	agrB	16.111238480568346	300.4414845536043
K10004	glutamate/aspartate transport system ATP-binding protein [EC:7.4.2.1]	gltL, aatP	11.915488816680343	0
K07645	two-component system, OmpR family, sensor histidine kinase QseC [EC:2.7.13.3]	qseC	21.72483968632688	5.839396688229862
K14731	epsilon-lactone hydrolase [EC:3.1.1.83]	mlhB, chnC	18.304335262710712	65.3176042884475
K03285	general bacterial porin, GBP family	TC.GBP	16.431772795470255	20.262286930604837
K07216	hemerythrin	hr	37.52310402763242	88.42410640402986
K06867	uncharacterized protein	K06867	14.564448589525727	20.60917299152069
K05338	holin-like protein	lrgA	34.84056972905831	35.24170196683743
K14977	(S)-ureidoglycine aminohydrolase [EC:3.5.3.26]	ylbA, UGHY	14.3611960397854	4.874466285933883
K03457	nucleobase:cation symporter-1, NCS1 family	TC.NCS1	15.199699932074905	26.047679431926902
K10190	lactose/L-arabinose transport system permease protein	lacG, araQ	7.153115195880117	42.16182024744483
K02411	flagellar assembly protein FliH	fliH	23.448660975746513	8.69931511464861
K02412	flagellum-specific ATP synthase [EC:7.4.2.8]	fliI	16.361255233866515	14.883456786728152
K03224	ATP synthase in type III secretion protein N [EC:7.4.2.8]	yscN, sctN, hrcN, ssaN	16.361255233866515	11.749295786399383
K06897	7,8-dihydropterin-6-yl-methyl-4-(beta-D-ribofuranosyl)aminobenzene 5'-phosphate synthase [EC:2.5.1.105]	K06897	29.512640492536214	62.05165600433872
K03435	LacI family transcriptional regulator, fructose operon transcriptional repressor	fruR1, fruR	6.993483276654049	0
K03666	host factor-I protein	hfq	14.56499037540833	12.945478262259591
K02204	homoserine kinase type II [EC:2.7.1.39]	thrB2	6.487307270412706	5.58178934337424
K06298	germination protein M	gerM	48.70649062837818	44.08481289038884
K19341	Cu-processing system permease protein	nosY	7.842221234869705	0
K03382	hydroxydechloroatrazine ethylaminohydrolase [EC:3.5.4.43]	atzB	8.153833074043556	4.086567861463435
K06956	uncharacterized protein	K06956	106.02435470961173	392.1844919187318
K02409	flagellar M-ring protein FliF	fliF	27.091826983755475	20.696914572354473
K02410	flagellar motor switch protein FliG	fliG	14.699812128376799	18.13487971945742
K10670	glycine/sarcosine/betaine reductase complex component A [EC:1.21.4.2 1.21.4.3 1.21.4.4]	grdA	16.72849784819311	0
K21577	glycine/sarcosine/betaine reductase complex component C subunit beta [EC:1.21.4.2 1.21.4.3 1.21.4.4]	grdC	8.045004630081525	3.2580194185184514
K21576	glycine/sarcosine/betaine reductase complex component C subunit alpha [EC:1.21.4.2 1.21.4.3 1.21.4.4]	grdD	13.202336725820096	2.083700330575967
K18094	membrane fusion protein, multidrug efflux system	mexX, amrA	8.734239028482364	6.578539356724073
K21755	LysR family transcriptional regulator, salicylic acid-responsive activator of bsdBCD	bsdA	24.63534390884166	18.621513129134858
K05913	2,4'-dihydroxyacetophenone dioxygenase [EC:1.13.11.41]	dad	5.6673118720227995	0
K20148	acetylacetone-cleaving enzyme [EC:1.13.11.50]	dke1	5.6673118720227995	0
K02538	activator of the mannose operon, transcriptional antiterminator	manR	47.37621788524724	41.78861674638352
K06990	MEMO1 family protein	MEMO1	18.621388026667937	0
K09141	uncharacterized protein	K09141	12.678860899449436	0
K11534	DeoR family transcriptional regulator, deoxyribose operon repressor	deoR	14.883279721183415	12.30777122045907
K01183	chitinase [EC:3.2.1.14]	E3.2.1.14	22.2572876418604	50.32488625379776
K15051	DNA-entry nuclease	endA	37.95288769619814	111.42204865510742
K15125	filamentous hemagglutinin	fhaB	95.90331831298117	35.551598511771985
K12062	conjugal transfer pilin signal peptidase TrbI	trbI	5.069887290842561	0
K01713	cyclohexadienyl dehydratase [EC:4.2.1.51 4.2.1.91]	pheC	9.346556558773948	2.9171803874455056
K17733	peptidoglycan LD-endopeptidase CwlK [EC:3.4.-.-]	cwlK	19.25130435415373	54.86609654331534
K11719	lipopolysaccharide export system protein LptC	lptC	7.869561613390242	0
K03826	putative acetyltransferase [EC:2.3.1.-]	yiaC	16.070968752599395	118.94157468998745
K03557	Fis family transcriptional regulator, factor for inversion stimulation protein	fis	6.625852062573501	4.69348344026592
K02106	short-chain fatty acids transporter	atoE	11.185444224998019	29.59236940796081
K05979	2-phosphosulfolactate phosphatase [EC:3.1.3.71]	comB	4.186843651266878	0
K04082	molecular chaperone HscB	hscB, HSCB, HSC20	15.42308140323437	0
K04044	molecular chaperone HscA	hscA	7.449591101048896	5.6717178206700725
K04755	ferredoxin, 2Fe-2S	fdx	7.449591101048896	3.4770796893763785
K18148	release factor H-coupled RctB family protein	rtcB	23.026925125329445	21.3595952950112
K09158	uncharacterized protein	K09158	6.411631121907542	0
