OG	Kingdom	Description	0505-0101	R1W5
COG0158	Bacteria	Fructose-1-6-bisphosphatase, N-terminal domain	7.178385769812749	0
3321I	Bacteria	Putative tranposon-transfer assisting protein	12.434099076316144	0
COG0684	Bacteria	Aldolase/RraA	115.64658484248967	43.71379744642826
330IM	Bacteria	Psort location Cytoplasmic, score	41.3937393045833	88.61888579997351
2ZK1Y	Bacteria	-	8.996242322772968	0
2ZTUJ	Bacteria	Bacterial mobilisation protein (MobC)	47.16770321952927	111.44372057774989
2ZMPN	Bacteria	-	25.093926155650458	0
32ZGD	Bacteria	-	35.40907328092005	5.100546831546727
30GN2	Bacteria	-	25.093926155650458	0
2ZW4Y	Bacteria	zinc-finger-containing domain	25.093926155650458	0
30J5F	Bacteria	Sigma-70 region 2	25.093926155650458	0
2Z8YN	Bacteria	Psort location Cytoplasmic, score 8.87	29.303970919710803	9.056318655167717
2ZC7G	Bacteria	-	32.64832316067071	13.976871366674375
2ZR9N	Bacteria	Bacterial mobilisation protein (MobC)	6.97291126317168	0
331Z1	Bacteria	-	6.97291126317168	4.745857279708428
2Z8I6	Bacteria	Phage tail sheath C-terminal domain	19.46067277563371	49.8921977011712
33BU1	Bacteria	-	5.9120293213144715	4.956031278894817
32YNZ	Bacteria	-	5.9120293213144715	13.483467385073572
32SKM	Bacteria	Bacteriophage HK97-gp10, putative tail-component	5.9120293213144715	8.21204888812594
332HW	Bacteria	-	5.9120293213144715	4.362703784773578
32ST4	Bacteria	-	8.958658312083951	5.478493584489341
2Z7JY	Bacteria	Phage major capsid protein E	5.9120293213144715	0
2ZBYW	Bacteria	Cysteine-rich VLP	32.75702690397949	0
3374H	Bacteria	Putative tranposon-transfer assisting protein	27.424135370396392	0
COG2863	Bacteria	cytochrome	24.9102870702725	0
306IR	Bacteria	-	10.27325123301096	0
COG3223	Bacteria	Phosphate-starvation-inducible E	10.243005959005261	0
30U1K	Bacteria	-	9.848410004527944	0
COG2346	Bacteria	Bacterial-like globin	9.856475852550926	0
COG4681	Bacteria	YaeQ	9.856475852550926	0
2ZAH1	Bacteria	RloB-like protein	40.064082767522024	4.788436193341551
2ZCBB	Bacteria	Domain of unknown function (DUF4320)	38.2971833512225	12.52894382224632
2Z9SR	Bacteria	-	38.2971833512225	14.248057808585022
3091R	Bacteria	-	5.501137442809243	0
2ZIX6	Bacteria	-	5.501137442809243	0
33EYV	Bacteria	-	5.501137442809243	0
2ZC1N	Bacteria	Psort location Cytoplasmic, score 8.87	42.004422205496226	74.92511110546991
33Y4X	Bacteria	-	8.711217989785771	0
30QCR	Bacteria	HNH endonuclease	20.666775863648567	4.200026444774212
31VDZ	Bacteria	-	11.659721175364115	0
2Z92J	Bacteria	Psort location Cytoplasmic, score	316.9757476681483	529.9873920637182
3498D	Bacteria	-	102.32109372600402	73.78667069777381
3332W	Bacteria	-	215.95025235588466	134.64398150485508
2Z9MY	Bacteria	Domain of unknown function (DUF1896)	13.391315255724653	42.78581294338648
32RET	Bacteria	-	5.405669002773553	7.547256230593053
32ZBQ	Bacteria	-	5.405669002773553	0
336X7	Bacteria	COG NOG20805 non supervised orthologous group	178.6199672746476	378.44635435356014
31JKB	Bacteria	COG NOG14600 non supervised orthologous group	179.63694422259815	345.7610344518614
COG3949	Bacteria	Psort location CytoplasmicMembrane, score	28.269597766255544	60.7751141690567
33R9W	Bacteria	-	20.34124140975514	4.942090509864561
COG3058	Bacteria	Necessary for formate dehydrogenase activity	16.466131104455	0
COG4129	Bacteria	Psort location CytoplasmicMembrane, score 9.99	33.18811689216987	152.07604922123494
2ZWXX	Bacteria	HupH hydrogenase expression protein, C-terminal conserved region	7.4984887397207265	1.9784555924940823
348TH	Bacteria	Transposon-encoded protein TnpW	23.25557652666889	0
3396U	Bacteria	-	48.241274602129124	213.38730914147925
30E9T	Bacteria	Protein of unknown function (DUF3801)	14.383107451625166	0
32Q3R	Bacteria	-	10.151695201044658	0
33BSJ	Bacteria	Psort location Cytoplasmic, score	10.151695201044658	2.3544093888097204
33KK7	Bacteria	-	10.151695201044658	0
COG4087	Bacteria	Soluble P-type ATPase	12.367734594815	4.763385449455799
33FZG	Bacteria	Helix-turn-helix XRE-family like proteins	6.0825306281593035	0
COG2602	Bacteria	BlaR1 peptidase M56	38.36394814417991	39.574343016327504
332FV	Bacteria	Phage integrase family	9.382361169238907	0
3333H	Bacteria	5' nucleotidase, deoxy (Pyrimidine), cytosolic type C protein (NT5C)	10.139802703035683	0
30J2F	Bacteria	Outer membrane efflux protein	8.142387463016382	0
339WE	Bacteria	-	20.962758573243807	0
30FPX	Bacteria	-	5.1394456915690885	0
30F1Z	Bacteria	-	5.1394456915690885	0
32ST9	Bacteria	-	131.9494970700465	287.41469126007144
33VA3	Bacteria	-	139.55199622096683	42.858497990073694
COG3436	Bacteria	IS66 Orf2 like protein	213.77466061198425	166.28708302482607
33MQT	Bacteria	Protein of unknown function (DUF1700)	7.065387717788432	0
33AT9	Bacteria	-	4.6617160605604075	0
30YA1	Bacteria	-	9.086909969476551	0
COG5279	Bacteria	protein involved in cytokinesis, contains TGc (transglutaminase protease-like) domain	104.44677028388548	95.32684169437411
330SW	Bacteria	-	56.51091298989968	195.58555667693142
335JJ	Bacteria	-	8.879910948739791	0
2ZCCB	Bacteria	-	13.73748760067785	16.4104435612146
331KR	Bacteria	-	7.275830741913477	10.9414481740074
3029C	Bacteria	Protein of unknown function (DUF1351)	6.1689298194039015	4.35947211440518
32UEB	Bacteria	Acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase	13.498022041975693	0
31AEY	Bacteria	-	26.577831961661644	7.6467212724824405
346P2	Bacteria	Psort location Cytoplasmic, score 8.96	48.169920718128935	15.434670251005063
COG5412	Bacteria	Phage tail tape measure protein, TP901 family	96.28794686603527	16.427134996454026
30FSH	Bacteria	-	10.379717151555152	4.485096297643386
2Z8Y6	Bacteria	-	29.09299831784679	22.608237462441693
32URW	Bacteria	-	7.426355301832015	0
2Z9QP	Bacteria	-	11.171705536426412	1.9943787604842644
COG4314	Bacteria	lipoprotein involved in nitrous oxide reduction	29.647722811023115	0
COG2010	Bacteria	Cytochrome C oxidase subunit II, periplasmic domain	14.295250541531319	17.246624500736772
COG4635	Bacteria	Flavodoxin domain	13.371718119248497	6.465488828098234
2Z94X	Bacteria	Psort location Cytoplasmic, score	17.154007413185454	14.840981905278705
2ZAD7	Bacteria	Psort location Cytoplasmic, score	18.929381177362213	27.373574819684674
COG5061	Bacteria	Protein of unknown function (DUF3307)	7.999393193091197	2.6361870616963614
2Z91D	Bacteria	SatD family (SatD)	7.999393193091197	0
COG2962	Bacteria	EamA-like transporter family	9.493903342503408	20.63933191010228
COG3111	Bacteria	Bacterial OB fold (BOF) protein	9.406326954043704	4.3189818067109575
COG3636	Bacteria	Addiction module	12.390475892106245	0
316E9	Bacteria	Plasmid encoded RepA protein	12.390475892106245	0
2Z8DM	Bacteria	DNA mismatch repair enzyme MutH	7.749451085199175	0
30FMY	Bacteria	-	6.348654758543299	0
COG4512	Bacteria	Membrane protein putatively involved in post-translational modification of the autoinducing quorum-sensing peptide	26.3706061499022	359.4141010670908
315PZ	Bacteria	Protein of unknown function (DUF2589)	5.195304550467319	3.0735078492565746
2Z835	Bacteria	Protein of unknown function (DUF2589)	5.195304550467319	17.488211971554502
312JZ	Bacteria	-	5.195304550467319	0
30Y4Z	Bacteria	-	5.195304550467319	0
COG1323	Bacteria	Belongs to the UPF0348 family	144.3034034847729	298.370431206144
32R0P	Bacteria	Psort location CytoplasmicMembrane, score 9.99	13.016817770089656	0
2ZBYS	Bacteria	-	6.635654611546346	16.906766107446085
2Z8Z1	Bacteria	Protein of unknown function (DUF3486)	14.993809765481611	8.388205138616433
33IBC	Bacteria	-	13.430151539277665	0
32ZG1	Bacteria	-	19.807012568725355	0
32SCV	Bacteria	Protein of unknown function (DUF1018)	18.946039138986176	4.347396191803225
328Z1	Bacteria	-	19.0439174521485	4.0402430085862235
30FQ3	Bacteria	-	14.425987791730746	2.3432773531574056
COG3366	Bacteria	Nucleoside recognition	22.607556739077875	27.933956325892648
33TU9	Bacteria	-	6.0296068959165146	14.385435905580177
33DVB	Bacteria	Bacterial PH domain	6.0296068959165146	6.014601280802417
330TR	Bacteria	-	6.694481442696406	0
COG4908	Bacteria	Psort location	53.7768417743204	91.13497451409218
32E1F	Bacteria	-	41.66087815228543	0
COG0412	Bacteria	Dienelactone hydrolase	18.82908149051429	26.30402681375969
32TQ8	Bacteria	Plasmid replication protein	10.821236122623537	3.841884929753559
30FN5	Bacteria	-	12.960109433904432	5.466211629802801
30G4G	Bacteria	-	16.051454345993918	12.358597125021165
COG2703	Bacteria	Hemerythrin HHE cation binding domain	39.21367099110902	92.44598700189263
33IG9	Bacteria	-	6.603022373527458	76.99691609303218
337RI	Bacteria	-	6.603022373527458	0
2ZPMQ	Bacteria	-	18.431154606144375	0
33DXF	Bacteria	-	7.819462807966542	0
2ZA30	Bacteria	-	7.819462807966542	5.491447605593278
303ZS	Bacteria	-	7.819462807966542	2.2578730752752616
33DQM	Bacteria	-	8.220006115502008	0
345YR	Bacteria	Replication initiator protein A (RepA) N-terminus	26.260391969181885	130.90720831430258
34AZF	Bacteria	Acyltransferase family	5.043487603735134	0
33ZJZ	Bacteria	-	7.85602906518987	0
3281D	Bacteria	-	7.85602906518987	0
2ZEKA	Bacteria	-	7.85602906518987	2.3827074819873233
32V74	Bacteria	-	33.08145169194003	13.42058804741845
COG3257	Bacteria	protein, possibly involved in glyoxylate	15.008225762139746	5.096176430119636
COG1953	Bacteria	Psort location CytoplasmicMembrane, score	15.884507631912332	27.23243165376945
2Z7PB	Bacteria	Domain of unknown function (DUF4366)	70.35380358146043	123.4897675819778
32VGP	Bacteria	Domain of unknown function (DUF4315)	50.21002630901979	50.59306598580046
341YW	Bacteria	-	44.60322605469963	25.82657641253326
COG2716	Bacteria	ACT domain	9.166997193941745	0
3116H	Bacteria	-	9.63554275457868	0
COG1157	Bacteria	ATPase FliI YscN family	17.098395678298147	15.560415689837214
30FSQ	Bacteria	Flagellar FliJ protein	12.815711635763812	0
3388C	Bacteria	Flagellar hook-length control protein FliK	18.593426573020054	0
COG1985	Bacteria	RibD C-terminal domain	15.097003176972722	11.98290577339912
32JWH	Bacteria	-	14.231968393840297	0
31AJM	Bacteria	Psort location CytoplasmicMembrane, score	84.26083481443742	119.69738747423031
33E0A	Bacteria	-	14.231968393840297	87.517752248202
30VZ5	Bacteria	-	90.83455541981624	141.24073924378916
2Z853	Bacteria	L-2-amino-thiazoline-4-carboxylic acid hydrolase	30.96051787256908	136.1641386193046
COG1237	Bacteria	Metallo-beta-lactamase superfamily	30.842303811031975	68.85796053391172
311UM	Bacteria	-	9.169853840782846	0
32EFR	Bacteria	-	28.07985041199848	0
COG1923	Bacteria	RNA chaperone that binds small regulatory RNA (sRNAs) and mRNAs to facilitate mRNA translational regulation in response to envelope stress, environmental stress and changes in metabolite concentrations. Also binds with high specificity to tRNAs	15.221201853379005	13.53429018211252
33PRB	Bacteria	-	6.779586591046864	0
32S9X	Bacteria	Psort location Cytoplasmic, score	96.47856182246022	116.44337779145259
2ZA6Q	Bacteria	Psort location Cytoplasmic, score	25.073656282477398	27.87842740937215
COG3878	Bacteria	Domain of unknown function (DUF1963)	9.414046589239767	17.125414446576496
2Z8ZI	Bacteria	SUKH-3 immunity protein	25.073656282477398	19.815767540281264
33E0W	Bacteria	-	17.6657528454581	0
COG3309	Bacteria	pathogenesis	17.6657528454581	4.720030074563185
2Z808	Bacteria	Toxin ToxN, type III toxin-antitoxin system	8.579992931877515	34.45768880913716
33N28	Bacteria	-	18.43193149190322	0
30PEN	Bacteria	-	11.67033103903344	4.849346053360599
3305G	Bacteria	Psort location Cytoplasmic, score	9.958955217337351	7.689189094245863
32APF	Bacteria	-	30.16215109368987	2.515752050601498
33VEX	Bacteria	-	5.75812893332116	1.8916150779504193
33CJ3	Bacteria	Protein of unknown function (DUF2905)	7.820396653354064	0
331B0	Bacteria	-	30.686455044341958	6.169333897558547
30FNI	Bacteria	-	11.225140813531725	0
32WN6	Bacteria	Psort location Cytoplasmic, score 8.87	5.494107013110512	5.070108762289058
331I2	Bacteria	Spi protease inhibitor	37.95654599528539	22.61555936211758
32UD1	Bacteria	Bacteriophage Gp15 protein	72.80411083331	0
32VAW	Bacteria	-	47.36197884987334	2.554655241541666
33RPB	Bacteria	-	18.49447208355252	0
30Y4X	Bacteria	Putative binding domain, N-terminal	18.49447208355252	13.208079543197183
30JY5	Bacteria	Domain of unknown function (DUF4313)	15.601901176440808	0
33E1G	Bacteria	Domain of unknown function (DUF5300)	8.566725887061683	7.979298814937046
32SU8	Bacteria	-	5.398822398009234	0
2Z7Y9	Bacteria	-	21.10480795724487	3.9023869013971235
334W1	Bacteria	-	6.790755289877157	0
COG1823	Bacteria	Sodium:dicarboxylate symporter family	110.80117891008297	246.48524252618577
COG1766	Bacteria	Flagellar M-ring protein C-terminal	28.31242290367811	21.638292693540468
COG1536	Bacteria	flagellar motor switch protein	15.362097869323122	18.959726289633643
2Z8V6	Bacteria	Domain of unknown function (DUF4297)	6.669647687705809	0
338RR	Bacteria	-	12.757639977317279	6.885170354041375
31RG1	Bacteria	-	7.525953822601288	9.964049140649374
32II2	Bacteria	-	7.3893667440836905	0
30WB3	Bacteria	-	7.3893667440836905	0
32IEH	Bacteria	Psort location Cytoplasmic, score 8.87	18.377580862309188	0
COG4584	Bacteria	Integrase core domain	325.63941167467635	310.8446760705617
30J2A	Bacteria	-	9.84593278412804	5.853919576241067
33MUW	Bacteria	-	9.846602944699734	8.780110624380995
COG4502	Bacteria	5' nucleotidase, deoxy (Pyrimidine), cytosolic type C protein (NT5C)	7.150923355061867	0
313TT	Bacteria	glycine reductase complex selenoprotein GrdA	17.482184051496507	0
32ZK1	Bacteria	Psort location	25.0788254617141	8.112769472084079
30TA4	Bacteria	RnfH family Ubiquitin	7.024012110817131	0
30JD5	Bacteria	-	10.572127115222552	0
33GVX	Bacteria	Ribbon-helix-helix protein, copG family	10.572127115222552	4.849346053360599
COG2078	Bacteria	AMMECR1	11.040151654536377	10.895106161168208
32R7Q	Bacteria	-	56.61948286670218	0
COG3325	Bacteria	Belongs to the glycosyl hydrolase 18 family	16.49294433565373	113.03411871775322
30RMA	Bacteria	-	10.211460385801352	0
2ZCE3	Bacteria	-	11.820875287908917	9.960871125290385
334UU	Bacteria	Psort location Cytoplasmic, score 8.87	15.239244850319592	21.37892737202851
32YIG	Bacteria	-	25.031046343514078	0
307N9	Bacteria	-	4.9829962276834925	0
31H9N	Bacteria	Prokaryotic N-terminal methylation motif	9.282698245339462	0
33NNV	Bacteria	-	7.918114142699899	3.94379170790808
339M9	Bacteria	-	4.8649495222803685	0
2ZY7Q	Bacteria	Putative tranposon-transfer assisting protein	4.8649495222803685	0
31N9G	Bacteria	Protein of unknown function (DUF3847)	57.919729438356114	143.04018131866184
30V0A	Bacteria	-	9.601659347749454	0
2ZB0V	Bacteria	-	16.914190765419374	5.552976743694478
31SFX	Bacteria	Protein of unknown function (DUF3852)	10.507213728248697	28.19536786509819
2ZC75	Bacteria	Psort location Cytoplasmic, score 8.87	7.367453211024122	2.5846317674144443
334TI	Bacteria	Domain of unknown function (DUF4358)	8.421008744797215	0
COG3585	Bacteria	TOBE domain	6.044692225106099	0
330AK	Bacteria	Helix-turn-helix domain	24.688198396135988	0
COG2901	Bacteria	Bacterial regulatory protein, Fis family	6.924373384093735	4.906961763683113
3323B	Bacteria	-	25.81608020237574	23.385427043382528
COG4821	Bacteria	protein containing SIS (Sugar ISomerase) phosphosugar binding domain	9.438986793404096	17.078791079789298
33P1Y	Bacteria	-	15.455555551630313	14.86501714341371
318PT	Bacteria	Psort location Cytoplasmic, score	14.677135618224096	33.5358301954294
2ZP4W	Bacteria	-	12.444968300591126	0
309G5	Bacteria	-	7.090737525860665	0
31659	Bacteria	-	7.090737525860665	0
COG3972	Bacteria	UvrD-like helicase C-terminal domain	12.83663934090936	16.993246164327424
COG2031	Bacteria	Short chain fatty acid transporter	11.689393537524682	30.93834825023319
2ZHI0	Bacteria	-	58.29577673931651	164.7097933315044
33T44	Bacteria	-	5.970410298794784	4.2419669347050855
COG2045	Bacteria	2-phosphosulpholactate phosphatase	4.375477820573903	0
31UK6	Bacteria	-	7.447115190821224	0
30FWK	Bacteria	Phage uncharacterised protein (Phage_XkdX)	7.447115190821224	0
30FUX	Bacteria	-	7.447115190821224	0
33EGG	Bacteria	-	43.91049117382885	177.46311633637492
337JT	Bacteria	-	11.554899560737738	3.5149157933704283
COG0633	Bacteria	2Fe-2S iron-sulfur cluster binding domain	11.715429606951153	8.040592611609316
32TK5	Bacteria	Tripartite tricarboxylate transporter TctB family	10.96240051561154	0
32VFM	Bacteria	-	13.797749609581599	76.5159379340286
COG1746	Bacteria	tRNA cytidylyltransferase activity	17.904384843646863	4.631804929864849
32QXB	Bacteria	-	6.978650502114894	0
33KMJ	Bacteria	Tripartite tricarboxylate transporter TctB family	5.9093536472691595	0
32WA9	Bacteria	-	5.498241878076622	3.3600212661233537
COG2921	Bacteria	Belongs to the UPF0250 family	6.700500927260349	0
30FRA	Bacteria	-	11.522175686265058	0
COG1007	Bacteria	NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be a menaquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient	9.446576150268262	75.25206818720334
COG1008	Bacteria	proton-translocating NADH-quinone oxidoreductase, chain M	12.415626878515182	62.063660886838726
31JV4	Bacteria	-	14.277692132143056	0
32YCY	Bacteria	Psort location Cytoplasmic, score	120.24387339169115	140.09193743134682
COG4930	Bacteria	Putative ATP-dependent Lon protease	33.57576595700875	27.542945484227687
30EDT	Bacteria	-	6.604736968861633	0
33BYE	Bacteria	-	6.930244557449335	0
33NVE	Bacteria	-	6.930244557449335	0
30VYZ	Bacteria	Oxaloacetate decarboxylase, gamma chain	11.678240387450101	0
2ZASM	Bacteria	-	14.262009325914402	2.768732425993931
COG0644	Bacteria	TAT (twin-arginine translocation) pathway signal sequence	28.30489739791729	66.41677894023992
2ZI4I	Bacteria	-	6.058354153114368	0
COG0260	Bacteria	Presumably involved in the processing and regular turnover of intracellular proteins. Catalyzes the removal of unsubstituted N-terminal amino acids from various peptides	24.420713887633774	17.751020116775845
2Z9UD	Bacteria	Psort location Cytoplasmic, score	8.091048231784816	40.51137480972214
31ET5	Bacteria	-	16.48857035106573	3.040510254836466
325HK	Bacteria	-	17.563527873035866	5.002078070999427
33IBB	Bacteria	Psort location Cytoplasmic, score	116.35264307491295	397.84805822859687
31Z3H	Bacteria	Psort location Cytoplasmic, score 8.87	123.06037316153085	226.76974099229554
31Z0Y	Bacteria	-	7.174340149184166	0
33K43	Bacteria	-	8.945466710934896	0
2ZB4C	Bacteria	-	28.153055333964335	0
2Z969	Bacteria	Domain of unknown function (DUF4130	25.78647776361365	43.80455485544725
315AY	Bacteria	Psort location CytoplasmicMembrane, score	8.15071294765844	10.72734057717095
32XN3	Bacteria	-	13.55075090874747	2.5612565410471455
33030	Bacteria	-	5.246196179944177	0
2ZAIC	Bacteria	Protein of unknown function (DUF2812)	42.21555903534219	87.61174030333811
32SPI	Bacteria	Psort location Cytoplasmic, score	9.29674640811983	0
34B3D	Bacteria	-	7.28245046365064	0
30FQH	Bacteria	Zonular occludens toxin (Zot)	5.890404774300441	0
30FTJ	Bacteria	-	19.650708747918422	0
30VFA	Bacteria	-	5.890404774300441	0
30FR8	Bacteria	-	5.890404774300441	0
33E1R	Bacteria	-	6.975478739958299	3.4840293384173995
33YWZ	Bacteria	-	9.769762558040023	0
323WV	Bacteria	-	34.686302252207696	0
COG4091	Bacteria	cog cog4091	24.539773378261124	9.865001284185558
COG3623	Bacteria	hexulose-6-phosphate isomerase	28.866096889796843	7.9554392752909955
COG3414	Bacteria	PTS system, Lactose Cellobiose specific IIB subunit	40.91489540741815	9.298851903860525
COG3037	Bacteria	PTS system sugar-specific permease component	35.3599500693933	5.30580773370426
COG5441	Bacteria	Uncharacterised protein family (UPF0261)	23.960284317456892	13.228436379828194
COG0354	Bacteria	aminomethyltransferase related to GcvT	15.565460045298959	0
30TDJ	Bacteria	COG NOG15879 non supervised orthologous group	42.56033383237062	26.697372790768025
2Z9IZ	Bacteria	DKNYY family	18.562868207797237	56.638665128579845
33S7A	Bacteria	-	35.63002477978664	7.909201972448135
31XXT	Bacteria	-	11.21830552531742	0
32STS	Bacteria	Protein of unknown function (DUF1266)	40.19931140001532	28.61893831557784
COG3671	Bacteria	membrane	9.256310166804353	4.8469745177024866
30IVE	Bacteria	Putative F0F1-ATPase subunit Ca2+/Mg2+ transporter	5.012819937199966	0
2ZB30	Bacteria	-	18.268868378575586	28.26678157958012
COG1315	Bacteria	Pfam:DUF342	20.748635462256146	19.925240068705087
30FS1	Bacteria	COG NOG16911 non supervised orthologous group	11.01684563379798	0
2Z9BD	Bacteria	Psort location Cytoplasmic, score	3.6228959629711115	0
333UY	Bacteria	-	9.635735503946842	0
COG1921	Bacteria	Converts seryl-tRNA(Sec) to selenocysteinyl-tRNA(Sec) required for selenoprotein biosynthesis	28.508404664944962	16.61980958371747
2ZQJF	Bacteria	-	6.822594817368075	3.9135932346615845
2Z8ZU	Bacteria	Phage portal protein	6.822594817368075	9.872678992998717
30572	Bacteria	-	6.822594817368075	0
348M5	Bacteria	Required for the export of heme to the periplasm for the biogenesis of c-type cytochromes	7.298589612058814	0
COG2386	Bacteria	Required for the export of heme to the periplasm for the biogenesis of c-type cytochromes	7.298589612058814	0
COG4133	Bacteria	once thought to export heme, this seems not to be the case, but its exact role is uncertain. Responsible for energy coupling to the transport system	7.298589612058814	0
3480U	Bacteria	-	11.680886344051062	5.135783675632591
33C95	Bacteria	-	20.63499153884066	9.106694327128263
2ZAHU	Bacteria	Psort location Cytoplasmic, score 8.87	11.692075007851706	22.76096317699572
3067M	Bacteria	COG NOG12663 non supervised orthologous group	6.342320066659392	72.61254340573674
31NU5	Bacteria	-	26.00731158876096	0
2ZJ4T	Bacteria	-	5.75138325746227	2.43539630728297
2ZC22	Bacteria	Protein of unknown function	11.8555365005417	57.01709532812704
33XN7	Bacteria	-	10.152996512292058	252.6026520050585
COG4678	Bacteria	TraG-like protein, N-terminal region	16.733617361042175	0
COG4753	Bacteria	helix_turn_helix, arabinose operon control protein	42.592575419402756	7.448655420419077
32EJ4	Bacteria	-	4.4946364920217174	4.379409008011016
342GT	Bacteria	-	6.2739904616476965	0
2Z7NV	Bacteria	Domain of unknown function (DUF1998)	17.76187240113985	4.819055003556021
32TRP	Bacteria	-	9.512091154482414	0
2ZCEZ	Bacteria	Domain of unknown function (DUF4867)	28.457194515987158	76.09241073846843
31H70	Bacteria	Bacteriophage HK97-gp10, putative tail-component	8.58589409869088	1.8808469666570689
COG2377	Bacteria	Catalyzes the specific phosphorylation of 1,6-anhydro-N- acetylmuramic acid (anhMurNAc) with the simultaneous cleavage of the 1,6-anhydro ring, generating MurNAc-6-P. Is required for the utilization of anhMurNAc either imported from the medium or derived from its own cell wall murein, and thus plays a role in cell wall recycling	16.604054179905816	21.90751643363121
31TP2	Bacteria	Psort location Cytoplasmic, score 8.87	11.349793992028092	44.28794150194361
33BWN	Bacteria	-	7.134157380188158	0
2Z9PR	Bacteria	PcfJ-like protein	13.847001903382115	7.752528005571876
33A6H	Bacteria	-	5.19302679576201	4.5301932936563505
2ZQ9I	Bacteria	Domain of unknown function (DUF4320)	11.34463760141295	13.215198089599525
2ZB4B	Bacteria	-	14.924574192437312	8.820666247791516
COG4430	Bacteria	Bacteriocin-protection, YdeI or OmpD-Associated	12.482073336000596	61.20519673039186
2ZCUG	Bacteria	Bacteriophage holin family	7.986836882819071	0
COG4643	Bacteria	Zinc-binding domain of primase-helicase	28.44761915059737	8.82124077397155
32X9W	Bacteria	Iron hydrogenase small subunit	11.450102787318711	0
332WN	Bacteria	Psort location Extracellular, score 8.82	18.860889092453537	0
32RVM	Bacteria	-	123.50326980755811	52.36613886902313
30YFC	Bacteria	Extended Signal Peptide of Type V secretion system	9.373359451730025	0
320B9	Bacteria	-	7.005964237639545	0
33YTW	Bacteria	-	8.22959546557149	0
32QIS	Bacteria	-	8.09014548390872	0
331PY	Bacteria	-	53.48670300475715	0
COG4653	Bacteria	Phage capsid family	67.01101155233123	41.43998024540584
2ZG6U	Bacteria	Collagen triple helix repeat (20 copies)	5.78900416194443	0
2ZJCX	Bacteria	-	5.78900416194443	0
31Y9P	Bacteria	-	5.78900416194443	0
2ZNQ0	Bacteria	-	5.78900416194443	0
31V88	Bacteria	-	5.78900416194443	0
2ZA45	Bacteria	TraX protein	9.121459488680717	0
32TVF	Bacteria	-	17.919261046672325	107.06199242847319
32SDU	Bacteria	Transposon-encoded protein TnpW	39.73795497679075	114.77796963314292
2ZWW0	Bacteria	-	13.415589991545339	0
2ZZV8	Bacteria	Domain of unknown function (DUF4390)	7.163417930333496	0
323AV	Bacteria	Protein of unknown function (DUF1071)	6.681686748838165	29.283957096278126
3152R	Bacteria	Pfam:SpoVA	7.018937972199669	0
332BT	Bacteria	Ferredoxin thioredoxin reductase catalytic beta chain	47.50428612240852	144.49810886471113
2Z8YX	Bacteria	Protein of unknown function (DUF2815)	20.77366454274012	9.447039082200268
COG0749	Bacteria	DNA polymerase	56.805641494537014	37.63316268554542
32U0T	Bacteria	PrcB C-terminal	34.75084973739769	38.09025751075781
32EGG	Bacteria	Protein of unknown function (DUF1097)	5.865002615683823	0
33FER	Bacteria	-	5.542404576508437	0
32I57	Bacteria	-	18.29997969067318	0
33CF6	Bacteria	-	6.387959712875037	0
31Y92	Bacteria	-	16.727449013243056	0
301H4	Bacteria	-	9.435259600251985	0
2Z92C	Bacteria	-	11.239484310666176	0
3489C	Bacteria	-	8.651896266582563	0
33M29	Bacteria	-	8.651896266582563	0
30G5K	Bacteria	-	22.619622297498076	0
32WG7	Bacteria	-	24.67269352655556	7.628460447914977
COG0043	Bacteria	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	57.25112990653142	41.50803110656684
3251H	Bacteria	-	8.16166331987744	0
2ZSGJ	Bacteria	-	7.651559247379512	10.560243435317325
COG3544	Bacteria	Domain of unknown function (DUF305)	8.689231129162279	4.599564808661255
312BP	Bacteria	-	5.283208382841722	0
2ZBVP	Bacteria	-	5.283208382841722	0
COG3664	Bacteria	Glycosyl hydrolases family 39	8.454049850688236	127.29190967110651
COG4573	Bacteria	Tagatose 6 phosphate kinase	64.13160510504945	178.69997311022587
32WP5	Bacteria	Peptidase_C39 like family	12.646463613832164	0
32VQS	Bacteria	-	3.4211223362032506	0
2ZCG2	Bacteria	Psort location Cytoplasmic, score	10.179715254898376	4.882789669819266
32G5C	Bacteria	-	3.4211223362032506	0
31Y8U	Bacteria	Helix-turn-helix domain	7.18767868147449	0
3312I	Bacteria	Transposon-encoded protein TnpW	16.28042587465659	0
330HN	Bacteria	Maff2 family	66.42263568760323	20.565987166801595
2Z948	Bacteria	Hypothetical bacterial integral membrane protein (Trep_Strep)	10.291902655522746	10.309349932515472
33WGD	Bacteria	-	5.842908109828466	2.4000152801321786
3043W	Bacteria	-	9.292855539012608	33.543150676911196
3273I	Bacteria	-	5.856502966576882	11.431499938742897
33FVV	Bacteria	-	13.937125711653612	2.3798470633139757
31AIZ	Bacteria	Helix-turn-helix domain	27.140987836626937	74.7007056074666
32UAV	Bacteria	Transposon-encoded protein TnpW	11.044562716926464	45.134656944678525
32V83	Bacteria	-	9.304633951476703	0
COG4586	Bacteria	PFAM ABC transporter	15.259809689828844	5.043451519663477
